species,SVL,HL,SL,IOD,IND,ED,TD,HW,FA,FL,TBL,TarL,PL,ML,NPL,Toe4DW,Fin3DW
luzonensis,1.692846919,1.322219295,0.963787827,0.69019608,0.69019608,0.84509804,0.698970004,1.212187604,1.012837225,1.445604203,1.495544338,1.255272505,1.428134794,1.230448921,0.86332286,0.301029996,0.51851394
luzonensis,1.695481676,1.255272505,0.919078092,0.653212514,0.602059991,0.763427994,0.653212514,1.176091259,1.004321374,1.409933123,1.42975228,1.187520721,1.385606274,1.204119983,0.812913357,0.255272505,0.462397998
luzonensis,1.680335513,1.276461804,0.929418926,0.602059991,0.612783857,0.799340549,0.681241237,1.181843588,0.991226076,1.397940009,1.440909082,1.187520721,1.390935107,1.173186268,0.886490725,0.204119983,0.462397998
luzonensis,1.643452676,1.281033367,0.939519253,0.602059991,0.612783857,0.792391689,0.62324929,1.178976947,0.982271233,1.403120521,1.432969291,1.204119983,1.376576957,1.181843588,0.84509804,0.204119983,0.431363764
luzonensis,1.677606953,1.301029996,0.954242509,0.633468456,0.643452676,0.851258349,0.672097858,1.201397124,1.012837225,1.396199347,1.440909082,1.198657087,1.382017043,1.201397124,0.851258349,0.255272505,0.477121255
luzonensis,1.669316881,1.255272505,0.913813852,0.62324929,0.602059991,0.77815125,0.643452676,1.181843588,0.968482949,1.408239965,1.442479769,1.181843588,1.399673721,1.178976947,0.838849091,0.146128036,0.414973348
luzonensis,1.63748973,1.257678575,0.913813852,0.643452676,0.591064607,0.832508913,0.643452676,1.167317335,0.944482672,1.378397901,1.409933123,1.176091259,1.354108439,1.173186268,0.806179974,0.146128036,0.431363764
luzonensis,1.648360011,1.255272505,0.919078092,0.612783857,0.602059991,0.740362689,0.643452676,1.164352856,0.959041392,1.376576957,1.421603927,1.170261715,1.361727836,1.181843588,0.832508913,0.176091259,0.380211242
luzonensis,1.63748973,1.250420002,0.924279286,0.612783857,0.633468456,0.792391689,0.602059991,1.149219113,0.959041392,1.354108439,1.399673721,1.146128036,1.36361198,1.149219113,0.826074803,0.230448921,0.301029996
luzonensis,1.698970004,1.303196057,0.949390007,0.69019608,0.662757832,0.857332496,0.716003344,1.206825876,1.021189299,1.437750563,1.475671188,1.235528447,1.419955748,1.225309282,0.851258349,0.278753601,0.431363764
luzonensis,1.800029359,1.376576957,1.053078443,0.740362689,0.755874856,0.832508913,0.73239376,1.281033367,1.096910013,1.503790683,1.542825427,1.29666519,1.514547753,1.29666519,0.968482949,0.361727836,0.62324929
luzonensis,1.712649702,1.31386722,0.968482949,0.612783857,0.62324929,0.832508913,0.716003344,1.190331698,0.963787827,1.399673721,1.45484486,1.201397124,1.404833717,1.23299611,0.838849091,0.230448921,0.51851394
luzonensis,1.787460475,1.378397901,1.037426498,0.740362689,0.748188027,0.851258349,0.698970004,1.301029996,1.075546961,1.511883361,1.542825427,1.298853076,1.521138084,1.309630167,0.973127854,0.361727836,0.591064607
luzonensis,1.683947131,1.278753601,0.963787827,0.69019608,0.633468456,0.785329835,0.633468456,1.193124598,1.008600172,1.408239965,1.457881897,1.225309282,1.436162647,1.212187604,0.857332496,0.204119983,0.462397998
luzonensis,1.754348336,1.326335861,0.977723605,0.72427587,0.770852012,0.812913357,0.662757832,1.247973266,1.053078443,1.482873584,1.521138084,1.292256071,1.50242712,1.298853076,0.944482672,0.301029996,0.556302501
luzonensis,1.82672252,1.389166084,1.064457989,0.770852012,0.763427994,0.857332496,0.748188027,1.324282455,1.1430148,1.5289167,1.568201724,1.320146286,1.542825427,1.328379603,0.995635195,0.397940009,0.633468456
luzonensis,1.773054693,1.352182518,1.012837225,0.740362689,0.73239376,0.806179974,0.681241237,1.26245109,1.071882007,1.494154594,1.521138084,1.276461804,1.485721426,1.278753601,0.963787827,0.342422681,0.568201724
luzonensis,1.824776462,1.394451681,1.071882007,0.838849091,0.740362689,0.886490725,0.698970004,1.328379603,1.149219113,1.531478917,1.575187845,1.328379603,1.534026106,1.342422681,1.012837225,0.342422681,0.579783597
luzonensis,1.726727209,1.318063335,0.977723605,0.707570176,0.69019608,0.806179974,0.69019608,1.227886705,1.025305865,1.456366033,1.492760389,1.276461804,1.472756449,1.209515015,0.897627091,0.342422681,0.505149978
luzonensis,1.778874472,1.336459734,1.025305865,0.755874856,0.73239376,0.748188027,0.643452676,1.281033367,1.096910013,1.499687083,1.537819095,1.294466226,1.499687083,1.290034611,0.949390007,0.322219295,0.51851394
luzonensis,1.793790385,1.371067862,1.029383778,0.763427994,0.716003344,0.819543936,0.72427587,1.292256071,1.120573931,1.515873844,1.557507202,1.311753861,1.50242712,1.292256071,1,0.414973348,0.556302501
luzonensis,1.774516966,1.354108439,1.017033339,0.698970004,0.707570176,0.86332286,0.672097858,1.276461804,1.075546961,1.488550717,1.525044807,1.298853076,1.492760389,1.269512944,0.973127854,0.278753601,0.579783597
igorota ,1.713658516,1.282622113,0.899273187,0.665580991,0.771587481,0.819543936,0.633468456,1.219322508,1.044147621,1.426511261,1.472756449,1.208172527,1.408409578,1.174059808,0.886490725,0.255272505,0.426511261
igorata ,1.765743041,1.33304403,0.943494516,0.707570176,0.809559715,0.856124444,0.730782276,1.237794993,1.061075324,1.451632947,1.498310554,1.218535505,1.407560849,1.228143608,0.86332286,0.209515015,0.523746467
igorata,1.731588765,1.309630167,0.903089987,0.653212514,0.707570176,0.875061263,0.612783857,1.243038049,1.053078443,1.45331834,1.480006943,1.243038049,1.442479769,1.227886705,0.875061263,0.322219295,0.531478917
igorata,1.700703717,1.292256071,0.929418926,0.662757832,0.707570176,0.785329835,0.51851394,1.238046103,1.004321374,1.419955748,1.471291711,1.206825876,1.426511261,1.225309282,0.86332286,0.301029996,0.462397998
igorata,1.720985744,1.292256071,0.949390007,0.698970004,0.707570176,0.792391689,0.477121255,1.250420002,1.071882007,1.465382851,1.505149978,1.255272505,1.450249108,1.252853031,0.929418926,0.322219295,0.51851394
igorata,1.733999287,1.29666519,0.939519253,0.698970004,0.716003344,0.819543936,0.568201724,1.243038049,1.079181246,1.46686762,1.488550717,1.267171728,1.45484486,1.260071388,0.939519253,0.322219295,0.531478917
igorata,1.702430536,1.315970345,0.959041392,0.62324929,0.716003344,0.806179974,0.568201724,1.235528447,1.025305865,1.444044796,1.46686762,1.225309282,1.423245874,1.204119983,0.86923172,0.342422681,0.531478917
igorata,1.726727209,1.283301229,0.934498451,0.62324929,0.72427587,0.792391689,0.505149978,1.235528447,1.008600172,1.45331834,1.462397998,1.217483944,1.437750563,1.243038049,0.880813592,0.278753601,0.462397998
igorata,1.739572344,1.29666519,0.954242509,0.662757832,0.72427587,0.792391689,0.531478917,1.227886705,1.045322979,1.474216264,1.496929648,1.26245109,1.44870632,1.222716471,0.949390007,0.342422681,0.505149978
igorata,1.695481676,1.285557309,0.954242509,0.672097858,0.707570176,0.84509804,0.568201724,1.252853031,1.075546961,1.465382851,1.484299839,1.260071388,1.45484486,1.235528447,0.929418926,0.255272505,0.505149978
igorata,1.73479983,1.322219295,0.968482949,0.643452676,0.72427587,0.812913357,0.544068044,1.276461804,1.071882007,1.478566496,1.491361694,1.245512668,1.465382851,1.245512668,0.944482672,0.361727836,0.579783597
igorata,1.710963119,1.305351369,0.934498451,0.591064607,0.681241237,0.84509804,0.672097858,1.255272505,1.045322979,1.462397998,1.474216264,1.225309282,1.463892989,1.227886705,0.903089987,0.322219295,0.544068044
igorata,1.733197265,1.315970345,0.944482672,0.662757832,0.69019608,0.84509804,0.568201724,1.252853031,1.041392685,1.457881897,1.474216264,1.225309282,1.431363764,1.204119983,0.892094603,0.322219295,0.51851394
igorata,1.699837726,1.281033367,0.924279286,0.643452676,0.707570176,0.812913357,0.544068044,1.238046103,1.012837225,1.42975228,1.463892989,1.209515015,1.419955748,1.217483944,0.86923172,0.255272505,0.531478917
igorata,1.715167358,1.285557309,0.924279286,0.579783597,0.672097858,0.812913357,0.544068044,1.227886705,1.033423755,1.456366033,1.457881897,1.225309282,1.447158031,1.243038049,0.886490725,0.278753601,0.505149978
igorata,1.726727209,1.315970345,0.963787827,0.662757832,0.681241237,0.806179974,0.653212514,1.252853031,1.045322979,1.451786436,1.482873584,1.255272505,1.45484486,1.247973266,0.897627091,0.361727836,0.531478917
igorata,1.710963119,1.315970345,0.944482672,0.602059991,0.707570176,0.851258349,0.579783597,1.222716471,1.029383778,1.440909082,1.457881897,1.23299611,1.432969291,1.230448921,0.903089987,0.342422681,0.491361694
igorata,1.741151599,1.315970345,0.954242509,0.681241237,0.707570176,0.806179974,0.591064607,1.250420002,1.045322979,1.46834733,1.501059262,1.250420002,1.480006943,1.252853031,0.903089987,0.301029996,0.544068044
igorata,1.749736316,1.334453751,0.954242509,0.672097858,0.69019608,0.851258349,0.591064607,1.274157849,1.012837225,1.481442629,1.499687083,1.245512668,1.463892989,1.260071388,0.929418926,0.380211242,0.556302501
igorata,1.713490543,1.294466226,0.939519253,0.69019608,0.698970004,0.799340549,0.556302501,1.220108088,1.049218023,1.450249108,1.46834733,1.220108088,1.432969291,1.217483944,0.875061263,0.278753601,0.491361694
albotuberculata ,1.755417463,1.346939463,1.023663918,0.8162413,0.773054693,0.835690571,0.763427994,1.245512668,1.089905111,1.45377686,1.501196242,1.23299611,1.442793226,1.269512944,0.941014244,0.152288344,0.57054294
albotuberculata ,1.781683585,1.35679046,1.025305865,0.807535028,0.806179974,0.864511081,0.769377326,1.263872677,1.117271296,1.485721426,1.533517862,1.28057837,1.478277832,1.285782274,0.973127854,0.255272505,0.57054294
albotuberculata,1.813046965,1.371806459,1.048441804,0.790285164,0.80685803,0.851869601,0.777426822,1.278982117,1.125806458,1.491781776,1.558948446,1.277379975,1.468495025,1.294906911,0.930949031,0.23299611,0.620136055
albotuberculata,1.803798408,1.380211242,1.017867719,0.771587481,0.82672252,0.877371346,0.756636108,1.306639441,1.139564266,1.490099005,1.561339941,1.281033367,1.493736802,1.343999069,0.942008053,0.260071388,0.648360011
albotuberculata,1.823082797,1.394626764,1.069298012,0.743509765,0.744292983,0.848804701,0.809559715,1.285557309,1.145817714,1.539577883,1.568553712,1.296884476,1.495960395,1.307923704,0.906873535,0.225309282,0.604226053
albotuberculata,1.838345269,1.382557322,1.049218023,0.840733235,0.850646235,0.857935265,0.779596491,1.329804522,1.148910993,1.558228422,1.607990859,1.317436497,1.502017215,1.368100852,1.011993115,0.340444115,0.700703717
albotuberculata,1.803798408,1.382917135,1.025305865,0.784617293,0.838849091,0.841984805,0.79518459,1.309417226,1.153509989,1.530711838,1.57205799,1.311329952,1.500785173,1.347330015,0.970346876,0.385606274,0.679427897
albotuberculata,1.718750735,1.317645543,0.974971994,0.716003344,0.763427994,0.800029359,0.763427994,1.180985581,1.026941628,1.375297738,1.434568904,1.300812794,1.372359583,1.20167018,0.783903579,0.127104798,0.460897843
albotuberculata,1.716837723,1.338057875,0.949390007,0.711807229,0.749736316,0.829303773,0.783188691,1.193124598,1.035029282,1.379486814,1.459844642,1.193958978,1.414973348,1.22762965,0.793790385,0.146128036,0.477121255
albotuberculata,1.746244872,1.333850145,0.958563883,0.720159303,0.730782276,0.810232518,0.838849091,1.226342087,1.081347308,1.407730728,1.48586333,1.214843848,1.410777233,1.205204364,0.852479994,0.086359831,0.432969291
albotuberculata,1.746244872,1.343999069,0.996073654,0.749736316,0.791690649,0.810232518,0.800029359,1.220108088,1.055760465,1.447468131,1.588047497,1.226084116,1.44870632,1.274619619,0.835056102,0.136720567,0.568201724
albotuberculata,1.758609143,1.359266165,1,0.702430536,0.775974331,0.841984805,0.818885415,1.232742063,1.11058971,1.451018452,1.518250651,1.247727833,1.441223674,1.252610341,0.812913357,0.103803721,0.515873844
albotuberculata,1.836324116,1.408239965,1.075546961,0.800717078,0.879669206,0.910624405,0.80685803,1.335257256,1.163459552,1.543695632,1.5774918,1.304921162,1.508664363,1.328990855,0.977266212,0.350248018,0.670245853
albotuberculata,1.832572775,1.383815366,1.008600172,0.767155866,0.816903839,0.890979597,0.810232518,1.298853076,1.158362492,1.556302501,1.591064607,1.314288661,1.547897718,1.357934847,0.967079734,0.338456494,0.681241237
albotuberculata,1.781036939,1.350248018,1.008600172,0.826074803,0.806179974,0.799340549,0.740362689,1.281033367,1.064457989,1.507855872,1.534026106,1.290034611,1.51851394,1.320146286,0.919078092,0.322219295,0.612783857
albotuberculata,1.777426822,1.350248018,1.008600172,0.785329835,0.763427994,0.806179974,0.748188027,1.29666519,1.068185862,1.489958479,1.511883361,1.269512944,1.506505032,1.348304863,0.939519253,0.301029996,0.653212514
albotuberculata,1.815577748,1.371067862,1.025305865,0.851258349,0.77815125,0.826074803,0.69019608,1.315970345,1.100370545,1.534026106,1.558708571,1.31386722,1.517195898,1.350248018,0.982271233,0.322219295,0.662757832
albotuberculata,1.804820679,1.403120521,1.012837225,0.832508913,0.799340549,0.875061263,0.770852012,1.320146286,1.071882007,1.525044807,1.550228353,1.326335861,1.534026106,1.352182518,0.913813852,0.361727836,0.653212514
albotuberculata,1.836324116,1.426511261,1.053078443,0.880813592,0.832508913,0.875061263,0.77815125,1.326335861,1.130333768,1.57054294,1.606381365,1.356025857,1.579783597,1.409933123,1,0.342422681,0.707570176
albotuberculata,1.829946696,1.403120521,1.064457989,0.851258349,0.838849091,0.86332286,0.770852012,1.328379603,1.089905111,1.555094449,1.59439255,1.326335861,1.546542663,1.383815366,0.982271233,0.342422681,0.681241237
albotuberculata,1.834420704,1.414973348,1.053078443,0.886490725,0.77815125,0.838849091,0.770852012,1.328379603,1.136720567,1.57054294,1.599883072,1.336459734,1.580924976,1.387389826,0.986771734,0.380211242,0.62324929
albotuberculata,1.804139432,1.383815366,1.029383778,0.892094603,0.763427994,0.792391689,0.716003344,1.305351369,1.113943352,1.542825427,1.57634135,1.318063335,1.553883027,1.387389826,0.977723605,0.342422681,0.653212514
albotuberculata,1.809559715,1.367355921,1.025305865,0.86923172,0.806179974,0.819543936,0.740362689,1.303196057,1.10720997,1.53529412,1.557507202,1.301029996,1.540329475,1.371067862,0.963787827,0.342422681,0.643452676
albotuberculata,1.798650645,1.378397901,1.041392685,0.832508913,0.73239376,0.826074803,0.748188027,1.281033367,1.133538908,1.531478917,1.56937391,1.285557309,1.505149978,1.350248018,0.944482672,0.176091259,0.591064607
albotuberculata,1.765668555,1.378397901,1.008600172,0.72427587,0.755874856,0.832508913,0.755874856,1.260071388,1.093421685,1.527629901,1.57054294,1.311753861,1.532754379,1.326335861,0.944482672,0.278753601,0.62324929
albotuberculata,1.797267541,1.389166084,1.045322979,0.851258349,0.77815125,0.799340549,0.77815125,1.285557309,1.133538908,1.530199698,1.558708571,1.307496038,1.5289167,1.394451681,1.004321374,0.380211242,0.602059991
albotuberculata,1.831869774,1.414973348,1.045322979,0.819543936,0.755874856,0.857332496,0.785329835,1.344392274,1.120573931,1.567026366,1.598790507,1.342422681,1.558708571,1.374748346,0.995635195,0.397940009,0.653212514
albotuberculata,1.810904281,1.389166084,1.029383778,0.851258349,0.892094603,0.826074803,0.763427994,1.33243846,1.130333768,1.534026106,1.57054294,1.320146286,1.559906625,1.365487985,1,0.380211242,0.698970004
albotuberculata,1.803457116,1.385606274,1.029383778,0.785329835,0.812913357,0.819543936,0.77815125,1.309630167,1.11058971,1.541579244,1.562292864,1.309630167,1.5289167,1.33243846,0.963787827,0.342422681,0.672097858
everetti,1.900148561,1.480725379,1.122870923,0.869818208,0.888179494,0.931457871,0.930949031,1.405858399,1.269512944,1.639884742,1.678609417,1.412964272,1.63447727,1.420450859,1.093071306,0.440909082,0.665580991
everetti,1.893706293,1.464638559,1.126456113,0.857935265,0.877946952,0.86332286,0.876794976,1.402433346,1.215901813,1.608739919,1.648164779,1.38774566,1.600101256,1.389343311,1.064457989,0.374748346,0.658011397
everetti,1.790285164,1.357934847,1.012837225,0.838849091,0.763427994,0.77815125,0.755874856,1.290034611,1.10720997,1.537819095,1.565847819,1.315970345,1.530199698,1.389166084,0.929418926,0.322219295,0.643452676
everetti,1.859738566,1.46834733,1.123851641,0.897627091,0.880813592,0.875061263,0.924279286,1.376576957,1.123851641,1.621176282,1.649334859,1.40654018,1.622214023,1.428134794,0.903089987,0.397940009,0.579783597
everetti,1.883093359,1.45484486,1.11058971,0.892094603,0.84509804,0.857332496,0.880813592,1.378397901,1.149219113,1.645422269,1.675778342,1.423245874,1.668385917,1.444044796,0.939519253,0.447158031,0.62324929
everetti,1.861534411,1.456366033,1.113943352,0.875061263,0.851258349,0.86923172,0.903089987,1.380211242,1.136720567,1.620136055,1.649334859,1.387389826,1.615950052,1.419955748,0.934498451,0.414973348,0.612783857
everetti,1.812913357,1.382017043,1.029383778,0.838849091,0.806179974,0.785329835,0.799340549,1.301029996,1.096910013,1.551449998,1.589949601,1.340444115,1.562292864,1.338456494,0.977723605,0.361727836,0.51851394
everetti,1.810232518,1.390935107,1.068185862,0.875061263,0.799340549,0.86923172,0.819543936,1.324282455,1.093421685,1.582063363,1.618048097,1.361727836,1.572871602,1.354108439,0.968482949,0.361727836,0.531478917
everetti,1.831869774,1.434568904,1.093421685,0.875061263,0.857332496,0.857332496,0.819543936,1.334453751,1.127104798,1.572871602,1.651278014,1.374748346,1.621176282,1.361727836,0.929418926,0.431363764,0.579783597
visayan everetti,1.760045328,1.33304403,0.941014244,0.705863712,0.72427587,0.8162413,0.726727209,1.212453961,1.106190897,1.477121255,1.543074235,1.241546481,1.453929592,1.249931757,0.781036939,-0.040958608,0.29666519
visayan everetti,1.753889331,1.335858911,0.966141733,0.709269961,0.7084209,0.820201459,0.716837723,1.2219356,1.096214585,1.490239485,1.529430354,1.238798563,1.458788882,1.258397804,0.867467488,0.264817823,0.532754379
visayan everetti,1.741624258,1.30427505,0.974971994,0.711807229,0.707570176,0.822821645,0.716003344,1.199755177,1.105850674,1.48029446,1.542576476,1.24674471,1.400192489,1.194236749,0.858537198,0.204119983,0.431363764
visayan everetti,1.698970004,1.354876423,1.01494035,0.7355989,0.73239376,0.86332286,0.712649702,1.233757363,1.123524981,1.50174373,1.536053155,1.259832699,1.444044796,1.230448921,0.898176483,0.320146286,0.514547753
visayan everetti,1.719745493,1.301029996,0.987666265,0.694605199,0.702430536,0.788875116,0.663700925,1.175801633,1.065206128,1.424228071,1.478999132,1.184975191,1.409087369,1.251881455,0.843232778,0.164352856,0.374748346
visayan everetti,1.649432223,1.238046103,0.851869601,0.633468456,0.643452676,0.72427587,0.614897216,1.133538908,0.982271233,1.352182518,1.432327792,1.147676324,1.356025857,1.18582536,0.829946696,0.152288344,0.426511261
visayan everetti,1.708930536,1.296445794,0.954242509,0.725911632,0.729974286,0.781036939,0.661812686,1.158362492,1.015778756,1.437116093,1.481585936,1.174641193,1.384890797,1.204119983,0.822821645,0.204119983,0.42975228
visayan everetti,1.660675788,1.26599637,0.944482672,0.700703717,0.689308859,0.733999287,0.589949601,1.142389466,0.989449818,1.437750563,1.462397998,1.181843588,1.413969972,1.240549248,0.837588438,0.235528447,0.481442629
visayan everetti,1.74296067,1.322219295,1.001733713,0.740362689,0.755874856,0.77815125,0.675778342,1.198657087,1.094471129,1.4448252,1.505963518,1.237543738,1.434568904,1.277150614,0.84509804,0.220108088,0.51851394
tipanan ,1.692846919,1.285557309,0.948901761,0.700703717,0.763427994,0.812913357,0.531478917,1.230448921,1.031812271,1.442479769,1.477121255,1.204662512,1.380211242,1.212187604,0.84509804,0.230448921,0.462397998
tipanan,1.700703717,1.322219295,0.977723605,0.73239376,0.729974286,0.826074803,0.633468456,1.214843848,1.041392685,1.428134794,1.46834733,1.210586025,1.392696953,1.230448921,0.86332286,0.322219295,0.491361694
tipanan,1.683947131,1.290034611,0.908485019,0.73239376,0.730782276,0.792391689,0.62324929,1.194514342,1.041392685,1.419955748,1.447158031,1.170261715,1.36361198,1.161368002,0.84509804,0.146128036,0.397940009
tipanan,1.710963119,1.303196057,0.929418926,0.792391689,0.770852012,0.854306042,0.633468456,1.217483944,1.09131516,1.433769834,1.472756449,1.214843848,1.397940009,1.195899652,0.88536122,0.276461804,0.409933123
tipanan,1.71432976,1.281487888,0.947433722,0.737192643,0.748962861,0.819543936,0.568201724,1.209783015,1.08170727,1.423245874,1.46834733,1.220108088,1.410945859,1.263872677,0.866877814,0.149219113,0.471291711
tipanan,1.705607163,1.326335861,0.974511693,0.767155866,0.740362689,0.84135947,0.653212514,1.213252052,1.061829307,1.416973173,1.46834733,1.198657087,1.385606274,1.187520721,0.875061263,0.278753601,0.491361694
tipanan,1.69019608,1.308350949,0.945960704,0.7355989,0.718501689,0.806179974,0.662757832,1.203304916,1.080987047,1.416640507,1.469822016,1.214843848,1.425044875,1.179264464,0.875061263,0.278753601,0.487138375
tipanan,1.707570176,1.301029996,0.954242509,0.698970004,0.72427587,0.806179974,0.643452676,1.213252052,1.100370545,1.432969291,1.46834733,1.222716471,1.416640507,1.204119983,0.890421019,0.167317335,0.385606274
tipanan,1.662757832,1.290034611,0.929418926,0.73239376,0.73239376,0.84509804,0.62324929,1.201397124,1.041392685,1.409425869,1.449478399,1.179838928,1.385606274,1.180985581,0.872156273,0.235528447,0.426511261
tipanan,1.673020907,1.315340477,0.965671971,0.77815125,0.743509765,0.838849091,0.655138435,1.195068996,1.016197354,1.391993072,1.408239965,1.150449409,1.364175633,1.169380495,0.854306042,0.230448921,0.457881897
tipanan,1.701567985,1.308350949,0.984527313,0.661812686,0.716003344,0.81756537,0.643452676,1.214843848,1.067442843,1.428134794,1.435525851,1.173186268,1.367542274,1.223495941,0.851258349,0.230448921,0.480006943
tipanan,1.717004407,1.314288661,0.974511693,0.719331287,0.700703717,0.838849091,0.625312451,1.238046103,1.053078443,1.431363764,1.460747542,1.20790353,1.397766256,1.208441356,0.786751422,0.267171728,0.501059262
tipanan,1.692846919,1.31386722,0.953759692,0.72427587,0.72427587,0.822821645,0.681241237,1.214313897,1.064457989,1.427810573,1.467312063,1.174059808,1.372359583,1.204119983,0.819543936,0.204119983,0.399673721
tipanan,1.686725621,1.292256071,0.937517892,0.733999287,0.711807229,0.819543936,0.653212514,1.220108088,1.064457989,1.431363764,1.456366033,1.176091259,1.36361198,1.184691431,0.841984805,0.195899652,0.421603927
tipanan,1.704150517,1.326335861,0.989449818,0.72427587,0.72427587,0.84509804,0.653212514,1.240549248,1.084218687,1.446381812,1.471731651,1.230448921,1.410777233,1.230448921,0.930949031,0.235528447,0.477121255
tipanan,1.661812686,1.255272505,0.919078092,0.681241237,0.698970004,0.812913357,0.562292864,1.172310969,1.04060234,1.40654018,1.442636526,1.175801633,1.34849957,1.178113252,0.84509804,0.113943352,0.338456494
tipanan,1.707570176,1.328379603,0.982271233,0.719331287,0.707570176,0.851258349,0.653212514,1.230448921,1.089905111,1.428134794,1.467903947,1.198657087,1.369401414,1.20871002,0.852479994,0.23299611,0.45331834
tipanan,1.671172843,1.283301229,0.935507266,0.740362689,0.721810615,0.851258349,0.62838893,1.169380495,1.043755127,1.395151592,1.427161403,1.173186268,1.336859821,1.1532049,0.831229694,0.212187604,0.350248018
tipanan,1.716837723,1.324282455,0.968482949,0.720159303,0.754348336,0.84135947,0.683947131,1.234010818,1.101403351,1.447158031,1.489395922,1.214843848,1.41713941,1.2219356,0.869818208,0.23299611,0.457881897
tipanan,1.672097858,1.309630167,0.937517892,0.72427587,0.767897616,0.820857989,0.672097858,1.229681842,1.064457989,1.40654018,1.443419462,1.197004728,1.380211242,1.204119983,0.854306042,0.230448921,0.439332694
tipanan,1.685920792,1.315550534,0.973589623,0.683947131,0.786751422,0.829303773,0.674861141,1.216165902,1.093071306,1.429590802,1.464191371,1.187802639,1.391816924,1.195899652,0.926856709,0.264817823,0.423245874
tipanan,1.703291378,1.31344537,0.961421094,0.685741739,0.727541257,0.84509804,0.633468456,1.238046103,1.089905111,1.431363764,1.469822016,1.204119983,1.414973348,1.191451014,0.872738827,0.276461804,0.440909082
tipanan,1.698361566,1.322219295,0.977723605,0.67669361,0.773054693,0.86923172,0.698970004,1.230448921,1.086359831,1.428134794,1.465382851,1.418798291,1.409425869,1.212187604,0.903089987,0.255272505,0.492760389
tipanan,1.692229836,1.297322714,0.945960704,0.698970004,0.752816431,0.880813592,0.6599162,1.206825876,1.047664195,1.38774566,1.42258984,1.152899596,1.324282455,1.158362492,0.806179974,0.328379603,0.472756449
tipanan,1.673020907,1.301029996,0.928395852,0.711807229,0.755874856,0.875061263,0.633468456,1.204119983,1.056904851,1.411619706,1.445604203,1.181843588,1.375663614,1.184691431,0.892094603,0.230448921,0.447158031
tipanan,1.698970004,1.330413773,0.968482949,0.672097858,0.755874856,0.86332286,0.664641976,1.238046103,1.086359831,1.437750563,1.462397998,1.217483944,1.41713941,1.204119983,0.916453949,0.230448921,0.477121255
tipanan,1.687528961,1.318063335,0.940018155,0.685741739,0.763427994,0.857332496,0.588831726,1.234010818,1.096910013,1.428458774,1.468051791,1.204662512,1.390581879,1.194236749,0.88592634,0.285557309,0.472756449
tipanan,1.702688968,1.308991029,0.964730921,0.688419822,0.758911892,0.819543936,0.672097858,1.218272854,1.072984745,1.40534636,1.448860846,1.186391216,1.374748346,1.206825876,0.877371346,0.184691431,0.440909082
tipanan,1.694956002,1.322219295,0.926342447,0.678518379,0.788875116,0.851258349,0.653212514,1.20871002,1.079181246,1.435685138,1.458939862,1.212453961,1.400019635,1.18920949,0.872738827,0.267171728,0.501059262
tipanan,1.698970004,1.311753861,0.941014244,0.711807229,0.767897616,0.84509804,0.663700925,1.231214648,1.041392685,1.432969291,1.462098381,1.204119983,1.40654018,1.190331698,0.904715545,0.243038049,0.45331834
