species,SVL,HL,SL,IOD,IND,ED,TD,HW,FA,FL,TBL,TarL,PL,ML,NPL,Toe4DW,Fin3DW
tipanan,1.707570176,1.322219295,0.969415912,0.683947131,0.764176132,0.858537198,0.612783857,1.24674471,1.069298012,1.439806211,1.470410491,1.200850498,1.407390904,1.225567713,0.864511081,0.267171728,0.462397998
tipanan,1.686636269,1.308350949,0.924279286,0.69019608,0.755874856,0.834420704,0.633468456,1.213517757,1.093071306,1.421603927,1.455301772,1.187520721,1.382557322,1.204119983,0.883093359,0.260071388,0.480006943
tipanan,1.728759475,1.320976677,0.967079734,0.707570176,0.77815125,0.851258349,0.681241237,1.251151343,1.096910013,1.44870632,1.492061605,1.224274014,1.414973348,1.195899652,0.86923172,0.292256071,0.457881897
tipanan,1.686010291,1.299507299,0.951823035,0.72427587,0.760422483,0.841984805,0.666517981,1.230448921,1.08278537,1.430075056,1.457427693,1.197004728,1.407390904,1.203304916,0.880813592,0.255272505,0.472756449
tipanan,1.716003344,1.334453751,1.002166062,0.748188027,0.771587481,0.892094603,0.639486489,1.245512668,1.10002573,1.447002898,1.484726804,1.220108088,1.420945406,1.214843848,0.894316063,0.235528447,0.485721426
tipanan,1.696356389,1.292256071,0.939519253,0.72427587,0.750508395,0.826074803,0.63748973,1.216165902,1.06069784,1.423900919,1.448860846,1.194236749,1.377852419,1.176958981,0.86569606,0.243038049,0.432969291
tipanan,1.693023068,1.325720858,0.937517892,0.716003344,0.770115295,0.841984805,0.685741739,1.213252052,1.042181595,1.380211242,1.410439786,1.152899596,1.351216345,1.199206479,0.835690571,0.230448921,0.447158031
tipanan,1.682145076,1.278753601,0.949390007,0.674861141,0.763427994,0.82672252,0.643452676,1.204662512,1.041392685,1.39707055,1.439332694,1.184975191,1.392345155,1.195899652,0.840106094,0.322219295,0.465382851
tipanan,1.665580991,1.283753383,0.965671971,0.694605199,0.770852012,0.792391689,0.602059991,1.187802639,1.037426498,1.397940009,1.430880946,1.145196406,1.362859303,1.179551791,0.86569606,0.260071388,0.414973348
tipanan,1.692846919,1.28780173,0.903089987,0.643452676,0.672097858,0.806179974,0.612783857,1.222716471,1.017033339,1.432969291,1.463892989,1.230448921,1.367355921,1.198657087,0.86923172,0.230448921,0.431363764
tipanan,1.669316881,1.283301229,0.934498451,0.748188027,0.681241237,0.770852012,0.591064607,1.212187604,1.025305865,1.426511261,1.45331834,1.209515015,1.426511261,1.238046103,0.86923172,0.230448921,0.431363764
tipanan,1.675778342,1.278753601,0.919078092,0.662757832,0.662757832,0.785329835,0.556302501,1.201397124,0.995635195,1.414973348,1.44870632,1.193124598,1.390935107,1.193124598,0.886490725,0.230448921,0.431363764
tipanan,1.656098202,1.278753601,0.929418926,0.672097858,0.69019608,0.792391689,0.591064607,1.195899652,0.944482672,1.401400541,1.42975228,1.198657087,1.392696953,1.184691431,0.838849091,0.204119983,0.414973348
tipanan,1.681241237,1.307496038,0.934498451,0.62324929,0.672097858,0.799340549,0.643452676,1.201397124,0.982271233,1.414973348,1.450249108,1.212187604,1.397940009,1.201397124,0.799340549,0.176091259,0.431363764
tipanan,1.720159303,1.311753861,0.949390007,0.672097858,0.707570176,0.792391689,0.556302501,1.230448921,1.06069784,1.376576957,1.457881897,1.206825876,1.408239965,1.225309282,0.892094603,0.278753601,0.544068044
tipanan,1.64246452,1.255272505,0.892094603,0.568201724,0.681241237,0.792391689,0.62324929,1.190331698,1,1.390935107,1.431363764,1.173186268,1.376576957,1.158362492,0.851258349,0.230448921,0.414973348
tipanan,1.716837723,1.305351369,0.959041392,0.755874856,0.707570176,0.908485019,0.633468456,1.243038049,1.012837225,1.424881637,1.45331834,1.225309282,1.424881637,1.247973266,0.851258349,0.255272505,0.477121255
tipanan,1.661812686,1.26245109,0.919078092,0.681241237,0.643452676,0.819543936,0.556302501,1.195899652,0.995635195,1.397940009,1.42975228,1.187520721,1.394451681,1.181843588,0.832508913,0.255272505,0.431363764
tipanan,1.64738297,1.281033367,0.924279286,0.69019608,0.662757832,0.826074803,0.612783857,1.195899652,0.977723605,1.403120521,1.440909082,1.193124598,1.387389826,1.204119983,0.857332496,0.176091259,0.447158031
tipanan,1.721810615,1.344392274,0.983626287,0.755874856,0.763427994,0.826074803,0.707570176,1.23299611,1.096910013,1.465382851,1.50242712,1.235023159,1.404833717,1.230448921,0.908485019,0.330413773,0.431363764
sanguinea,1.622214023,1.225309282,0.86332286,0.51851394,0.591064607,0.763427994,0.643452676,1.123851641,0.919078092,1.350248018,1.403120521,1.158362492,1.342422681,1.053078443,0.857332496,0.255272505,0.176091259
sanguinea,1.610660163,1.225309282,0.886490725,0.531478917,0.544068044,0.72427587,0.612783857,1.120573931,0.982271233,1.374748346,1.434568904,1.176091259,1.361727836,1.053078443,0.84509804,0.176091259,0.079181246
sanguinea,1.57863921,1.201397124,0.838849091,0.477121255,0.591064607,0.69019608,0.591064607,1.068185862,0.913813852,1.315970345,1.36361198,1.113943352,1.33243846,1.004321374,0.806179974,0.278753601,0
sanguinea,1.571708832,1.204119983,0.812913357,0.462397998,0.544068044,0.73239376,0.602059991,1.086359831,0.880813592,1.309630167,1.378397901,1.127104798,1.33243846,1.033423755,0.838849091,0.204119983,0.146128036
sanguinea,1.582063363,1.198657087,0.838849091,0.491361694,0.568201724,0.72427587,0.591064607,1.068185862,0.886490725,1.311753861,1.356025857,1.103803721,1.315970345,1.021189299,0.770852012,0.079181246,0.041392685
sanguinea,1.592176757,1.201397124,0.812913357,0.491361694,0.544068044,0.681241237,0.544068044,1.08278537,0.897627091,1.336459734,1.387389826,1.136720567,1.336459734,1.037426498,0.832508913,0.176091259,0.079181246
sanguinea,1.598790507,1.209515015,0.86923172,0.579783597,0.556302501,0.716003344,0.579783597,1.103803721,0.929418926,1.356025857,1.40654018,1.1430148,1.356025857,1.025305865,0.806179974,0.113943352,0
sanguinea,1.588831726,1.206825876,0.86332286,0.491361694,0.602059991,0.643452676,0.579783597,1.089905111,0.897627091,1.336459734,1.376576957,1.11058971,1.328379603,1.045322979,0.806179974,0.113943352,0.041392685
sanguinea,1.609594409,1.212187604,0.857332496,0.531478917,0.531478917,0.69019608,0.544068044,1.10720997,0.934498451,1.367355921,1.419955748,1.164352856,1.36361198,1.049218023,0.851258349,0.146128036,0.079181246
sanguinea,1.631443769,1.217483944,0.851258349,0.531478917,0.568201724,0.716003344,0.591064607,1.127104798,0.934498451,1.359835482,1.424881637,1.155336037,1.36361198,1.06069784,0.84509804,0.176091259,0.079181246
aurantipunctata,1.729974286,1.283301229,0.954242509,0.770852012,0.755874856,0.755874856,0.556302501,1.250420002,1.033423755,1.414973348,1.444044796,1.195899652,1.432969291,1.255272505,0.886490725,0.255272505,0.633468456
aurantipunctata,1.703291378,1.269512944,0.919078092,0.763427994,0.69019608,0.748188027,0.531478917,1.245512668,1.017033339,1.418301291,1.439332694,1.212187604,1.416640507,1.264817823,0.886490725,0.255272505,0.591064607
aurantipunctata,1.691965103,1.274157849,0.919078092,0.740362689,0.707570176,0.770852012,0.568201724,1.257678575,1.021189299,1.401400541,1.426511261,1.181843588,1.385606274,1.271841607,0.851258349,0.278753601,0.602059991
aurantipunctata,1.720985744,1.267171728,0.919078092,0.748188027,0.707570176,0.72427587,0.612783857,1.225309282,1.033423755,1.413299764,1.44870632,1.209515015,1.439332694,1.285557309,0.857332496,0.255272505,0.579783597
aurantipunctata,1.712649702,1.276461804,0.919078092,0.770852012,0.73239376,0.77815125,0.591064607,1.267171728,1.06069784,1.436162647,1.45484486,1.227886705,1.442479769,1.29666519,0.913813852,0.255272505,0.544068044
aurantipunctata,1.688419822,1.274157849,0.913813852,0.755874856,0.73239376,0.755874856,0.568201724,1.260071388,1.041392685,1.411619706,1.445604203,1.204119983,1.426511261,1.303196057,0.84509804,0.278753601,0.579783597
aurantipunctata,1.721810615,1.278753601,0.954242509,0.838849091,0.707570176,0.73239376,0.591064607,1.267171728,1.017033339,1.426511261,1.456366033,1.212187604,1.436162647,1.303196057,0.913813852,0.230448921,0.568201724
aurantipunctata,1.710963119,1.255272505,0.929418926,0.785329835,0.73239376,0.633468456,0.556302501,1.230448921,1.049218023,1.439332694,1.442479769,1.212187604,1.419955748,1.298853076,0.892094603,0.278753601,0.591064607
aurantipunctata,1.691081492,1.255272505,0.86332286,0.763427994,0.707570176,0.770852012,0.643452676,1.214843848,1.021189299,1.397940009,1.434568904,1.206825876,1.403120521,1.271841607,0.857332496,0.230448921,0.556302501
aurantipunctata,1.684845362,1.274157849,0.924279286,0.755874856,0.716003344,0.73239376,0.62324929,1.245512668,1.06069784,1.413299764,1.419955748,1.176091259,1.401400541,1.276461804,0.770852012,0.230448921,0.591064607
